cgpa,current_semester,total_semesters,min_cgpa_required,cgpa_gap,skills_overlap_count,skills_overlap_pct,location_match,type_preference_match,graduation_year_match,financial_need,is_scholarship,days_until_deadline,urgency_score,quality_signal,match_score
2.04,5,9,2.5,-0.46,4,0.5,1,0,1,1,1,21,0.4,0.0,0.5195
2.65,6,10,3.5,-0.85,8,1.0,1,1,1,0,0,14,0.5,0.0,0.6502
2.4,7,8,2.5,-0.1,6,0.75,0,1,0,0,0,74,0.1591,0.0,0.4708
3.56,6,8,3.2,0.36,2,0.25,0,0,1,1,0,79,0.1505,0.25,0.645
3.72,4,7,2.5,1.22,2,0.25,1,1,1,1,1,89,0.1359,0.25,0.8431
2.49,6,6,3.5,-1.01,5,0.625,1,1,1,0,0,70,0.1667,0.0,0.6267
3.34,3,6,2.5,0.84,0,0.0,1,1,1,0,0,42,0.25,0.0,0.6969
2.26,8,10,2.8,-0.54,1,0.125,1,0,1,1,0,35,0.2857,0.0,0.3819
2.55,5,6,2.8,-0.25,0,0.0,1,1,1,0,1,6,0.7,0.0,0.5015
2.28,10,10,0.0,2.28,6,0.75,1,1,1,1,0,80,0.1489,0.75,0.8856
2.57,7,7,3.2,-0.63,3,0.375,1,0,1,0,0,90,0.1346,0.0,0.4511
3.35,8,9,2.5,0.85,0,0.0,1,1,1,0,0,84,0.1429,0.0,0.7264
3.82,6,10,2.8,1.02,6,0.75,1,1,1,0,0,52,0.2121,0.75,0.9583
2.41,5,9,2.8,-0.39,5,0.625,1,1,1,0,1,79,0.1505,0.0,0.5656
3.08,8,9,3.0,0.08,6,0.75,1,1,0,1,0,1,0.9333,0.75,0.7337
3.4,5,7,0.0,3.4,1,0.125,0,1,1,1,1,37,0.2745,0.125,0.6262
3.91,4,8,2.5,1.41,7,0.875,0,1,1,1,0,10,0.5833,0.875,0.8493
3.22,8,9,2.5,0.72,1,0.125,1,1,1,1,0,53,0.209,0.125,0.7002
2.51,8,8,2.5,0.01,5,0.625,1,1,1,0,0,1,0.9333,0.625,0.8236
3.25,2,6,0.0,3.25,5,0.625,0,1,1,1,0,28,0.3333,0.625,0.839
2.64,10,10,3.5,-0.86,1,0.125,1,1,0,1,0,38,0.2692,0.0,0.1832
3.95,3,6,2.8,1.15,3,0.375,1,1,1,0,0,12,0.5385,0.375,0.8383
2.8,7,10,3.0,-0.2,0,0.0,1,1,1,1,1,8,0.6364,0.0,0.5418
3.37,9,10,2.8,0.57,4,0.5,1,1,1,1,1,82,0.1458,0.5,0.9212
2.05,3,6,2.5,-0.45,6,0.75,0,1,0,0,0,25,0.359,0.0,0.3789
2.8,5,9,2.8,0.0,2,0.25,1,1,1,0,0,89,0.1359,0.25,0.8159
3.75,9,9,2.5,1.25,4,0.5,0,1,1,0,1,34,0.2917,0.5,0.7543
3.22,4,7,2.5,0.72,8,1.0,1,1,1,1,0,6,0.7,1.0,1.0
2.89,6,10,2.8,0.09,2,0.25,0,1,1,1,0,10,0.5833,0.25,0.7095
3.87,5,6,2.8,1.07,2,0.25,1,1,1,1,0,62,0.1842,0.25,0.7766
3.71,4,7,3.5,0.21,1,0.125,1,0,0,1,0,2,0.875,0.125,0.3617
2.64,9,10,2.5,0.14,4,0.5,1,0,1,0,0,86,0.14,0.5,0.74
3.09,5,9,2.8,0.29,1,0.125,1,1,1,1,0,23,0.3784,0.125,0.6911
2.98,4,6,0.0,2.98,7,0.875,1,1,1,0,0,55,0.2029,0.875,0.9448
3.26,4,6,2.5,0.76,2,0.25,1,0,1,1,0,40,0.2593,0.25,0.7462
2.67,7,7,3.0,-0.33,5,0.625,0,1,0,0,0,5,0.7368,0.0,0.3163
2.49,4,6,2.5,-0.01,1,0.125,1,1,1,0,0,64,0.1795,0.0,0.4874
3.83,6,6,2.8,1.03,2,0.25,1,0,1,0,0,2,0.875,0.25,0.756
3.85,5,8,2.8,1.05,1,0.125,0,1,1,0,1,72,0.1628,0.125,0.6031
3.69,4,6,0.0,3.69,4,0.5,1,0,0,0,0,46,0.2333,0.5,0.5919
3.96,7,7,3.5,0.46,0,0.0,0,1,0,0,0,28,0.3333,0.0,0.3624
3.49,3,7,2.8,0.69,0,0.0,1,1,1,1,0,85,0.1414,0.0,0.6819
3.53,10,10,3.0,0.53,4,0.5,0,1,1,1,0,19,0.4242,0.5,0.8065
3.53,9,10,2.8,0.73,4,0.5,1,1,1,0,0,26,0.35,0.5,0.8298
2.96,9,10,3.5,-0.54,2,0.25,0,0,1,0,0,59,0.1918,0.0,0.2722
2.91,4,7,2.5,0.41,3,0.375,1,1,0,0,0,32,0.3043,0.375,0.6076
2.48,8,8,2.8,-0.32,3,0.375,0,1,1,1,0,44,0.2414,0.0,0.3691
3.29,8,8,3.0,0.29,6,0.75,1,1,1,1,0,72,0.1628,0.75,0.8664
2.58,7,10,2.5,0.08,4,0.5,0,0,0,1,0,83,0.1443,0.5,0.5013
2.52,7,9,2.8,-0.28,7,0.875,1,1,1,0,1,73,0.1609,0.0,0.8345
3.17,6,10,3.5,-0.33,1,0.125,1,0,0,0,1,8,0.6364,0.0,0.1584
2.82,5,8,2.8,0.02,1,0.125,1,1,1,1,0,85,0.1414,0.125,0.7323
2.44,6,10,3.0,-0.56,3,0.375,1,1,1,1,0,38,0.2692,0.0,0.4346
3.63,7,9,3.0,0.63,0,0.0,1,1,1,0,1,76,0.1556,0.0,0.7588
3.72,7,9,3.2,0.52,6,0.75,1,0,1,1,0,26,0.35,0.75,0.8224
2.34,7,9,3.2,-0.86,3,0.375,0,0,1,0,0,54,0.2059,0.0,0.3165
2.02,6,7,2.8,-0.78,3,0.375,1,0,0,0,1,87,0.1386,0.0,0.1943
2.67,9,9,2.5,0.17,4,0.5,1,1,1,0,0,85,0.1414,0.5,0.8903
3.6,3,7,0.0,3.6,0,0.0,1,1,1,1,0,59,0.1918,0.0,0.7237
3.68,6,9,3.0,0.68,3,0.375,0,1,1,1,0,56,0.2,0.375,0.7112
2.28,4,7,3.2,-0.92,8,1.0,1,0,0,0,1,3,0.8235,0.0,0.3113
3.55,9,9,2.8,0.75,5,0.625,1,0,1,0,0,55,0.2029,0.625,0.81
2.23,4,8,2.5,-0.27,5,0.625,1,1,0,0,1,38,0.2692,0.0,0.431
2.78,5,9,2.5,0.28,4,0.5,0,1,0,0,0,2,0.875,0.5,0.5854
4.0,3,7,2.8,1.2,4,0.5,1,1,0,1,0,86,0.14,0.5,0.7237
2.39,8,9,3.2,-0.81,8,1.0,1,0,0,0,0,41,0.2545,0.0,0.3069
2.31,8,10,2.5,-0.19,8,1.0,0,0,1,1,1,70,0.1667,0.0,0.557
2.85,6,6,3.0,-0.15,3,0.375,1,1,1,1,0,4,0.7778,0.0,0.6314
3.24,4,7,3.0,0.24,8,1.0,1,1,1,0,1,23,0.3784,1.0,0.9835
3.87,6,9,3.5,0.37,0,0.0,1,1,1,1,0,81,0.1474,0.0,0.648
3.96,8,10,0.0,3.96,2,0.25,0,0,0,1,1,85,0.1414,0.25,0.4617
2.14,5,9,3.5,-1.36,2,0.25,1,0,1,0,0,1,0.9333,0.0,0.3755
2.28,8,8,3.0,-0.72,6,0.75,0,1,1,0,0,81,0.1474,0.0,0.5285
3.58,7,7,3.0,0.58,5,0.625,1,0,0,1,0,28,0.3333,0.625,0.5717
2.54,6,10,0.0,2.54,4,0.5,1,1,1,1,0,20,0.4118,0.5,0.8836
3.77,10,10,2.8,0.97,2,0.25,1,0,0,1,0,90,0.1346,0.25,0.4093
3.33,8,10,3.0,0.33,4,0.5,0,1,1,0,0,49,0.2222,0.5,0.7292
2.22,4,7,2.5,-0.28,2,0.25,1,0,1,1,1,72,0.1628,0.0,0.5696
3.67,8,8,2.8,0.87,4,0.5,0,1,0,1,0,13,0.5185,0.5,0.6699
2.35,5,7,2.8,-0.45,3,0.375,1,0,1,0,0,69,0.1687,0.0,0.4247
2.85,7,10,2.8,0.05,7,0.875,1,0,1,0,0,33,0.2979,0.875,0.816
3.1,10,10,0.0,3.1,6,0.75,1,1,0,0,0,65,0.1772,0.75,0.7429
3.0,5,6,2.8,0.2,1,0.125,1,0,1,1,0,60,0.1892,0.125,0.5705
3.37,3,7,2.5,0.87,8,1.0,0,0,1,0,1,5,0.7368,1.0,0.83
3.31,7,8,3.2,0.11,5,0.625,0,0,1,1,0,79,0.1505,0.625,0.6732
3.98,7,8,3.5,0.48,3,0.375,1,1,1,0,0,26,0.35,0.375,0.8309
4.0,5,8,2.5,1.5,4,0.5,1,1,1,1,0,33,0.2979,0.5,0.8589
3.03,5,7,2.5,0.53,1,0.125,0,1,1,0,0,72,0.1628,0.125,0.6519
2.19,9,9,2.5,-0.31,0,0.0,1,1,1,1,0,79,0.1505,0.0,0.3751
3.46,6,10,2.8,0.66,3,0.375,1,1,1,0,1,81,0.1474,0.375,0.7897
3.95,9,10,3.2,0.75,7,0.875,1,0,1,1,0,41,0.2545,0.875,0.8653
2.64,8,8,2.8,-0.16,3,0.375,1,1,1,1,0,32,0.3043,0.0,0.5793
2.92,10,10,0.0,2.92,3,0.375,0,1,1,0,0,74,0.1591,0.375,0.7031
2.85,6,9,0.0,2.85,8,1.0,0,1,0,0,1,24,0.3684,1.0,0.6637
2.1,3,6,2.5,-0.4,8,1.0,1,0,0,0,0,58,0.1944,0.0,0.382
3.34,9,9,3.2,0.14,4,0.5,1,1,0,0,0,22,0.3889,0.5,0.6899
2.71,5,7,3.0,-0.29,0,0.0,1,1,1,1,0,19,0.4242,0.0,0.5357
3.57,7,9,2.8,0.77,6,0.75,1,1,1,0,0,50,0.2188,0.75,0.9727
3.66,7,9,2.5,1.16,6,0.75,0,0,1,1,0,78,0.1522,0.75,0.6834
3.64,8,10,3.5,0.14,8,1.0,1,1,1,0,0,27,0.3415,1.0,0.9199
2.83,9,10,2.5,0.33,8,1.0,1,1,1,1,0,66,0.175,1.0,0.8946
2.64,8,10,3.2,-0.56,5,0.625,0,1,0,0,0,2,0.875,0.0,0.2619
3.5,5,8,3.2,0.3,0,0.0,1,1,1,1,1,63,0.1818,0.0,0.7666
3.6,6,8,2.8,0.8,2,0.25,1,1,1,0,0,36,0.28,0.25,0.8379
2.98,7,8,3.2,-0.22,6,0.75,0,1,1,1,0,7,0.6667,0.0,0.6341
3.79,10,10,2.5,1.29,5,0.625,1,0,1,1,0,50,0.2188,0.625,0.746
2.29,5,7,3.0,-0.71,3,0.375,0,1,0,0,0,22,0.3889,0.0,0.1754
3.76,7,8,0.0,3.76,3,0.375,1,1,1,1,0,58,0.1944,0.375,0.7137
2.19,7,9,2.8,-0.61,6,0.75,1,0,1,0,0,4,0.7778,0.0,0.4837
2.31,5,6,2.5,-0.19,3,0.375,0,1,1,0,0,31,0.3111,0.0,0.3961
3.07,6,9,0.0,3.07,1,0.125,1,1,1,0,0,22,0.3889,0.125,0.7194
2.14,5,7,0.0,2.14,8,1.0,1,1,1,1,0,29,0.3256,1.0,0.9388
2.11,3,7,2.5,-0.39,3,0.375,0,1,0,1,0,1,0.9333,0.0,0.2047
2.0,6,9,2.8,-0.8,2,0.25,1,1,1,0,0,26,0.35,0.0,0.4327
2.87,5,6,2.8,0.07,0,0.0,1,0,1,1,0,8,0.6364,0.0,0.5732
3.55,2,6,2.5,1.05,4,0.5,0,1,1,0,0,57,0.1972,0.5,0.7927
2.07,5,8,3.5,-1.43,8,1.0,0,1,1,0,0,42,0.25,0.0,0.4426
3.3,7,8,3.5,-0.2,1,0.125,0,1,1,0,0,26,0.35,0.0,0.4402
3.65,6,6,0.0,3.65,2,0.25,1,0,1,0,1,56,0.2,0.25,0.6501
2.34,5,7,2.8,-0.46,1,0.125,1,0,1,1,0,83,0.1443,0.0,0.2728
2.29,5,7,3.0,-0.71,0,0.0,1,1,1,0,0,49,0.2222,0.0,0.4491
3.72,6,8,3.0,0.72,5,0.625,0,1,1,0,1,26,0.35,0.625,0.8244
3.65,6,7,2.8,0.85,2,0.25,0,1,1,0,0,37,0.2745,0.25,0.6609
3.08,4,6,3.0,0.08,6,0.75,1,1,1,1,0,72,0.1628,0.75,0.9155
3.64,4,8,0.0,3.64,3,0.375,0,1,0,1,1,9,0.6087,0.375,0.5587
2.19,8,10,2.5,-0.31,5,0.625,1,1,1,0,0,29,0.3256,0.0,0.5476
2.79,5,8,3.0,-0.21,0,0.0,1,1,1,1,0,43,0.2456,0.0,0.4946
3.48,6,7,3.0,0.48,2,0.25,1,1,1,0,0,58,0.1944,0.25,0.8005
2.51,4,8,3.2,-0.69,3,0.375,1,0,1,1,0,52,0.2121,0.0,0.453
3.5,5,6,0.0,3.5,0,0.0,1,1,1,0,0,63,0.1818,0.0,0.6858
3.01,3,7,2.5,0.51,3,0.375,0,1,1,0,1,85,0.1414,0.375,0.7297
3.5,8,8,0.0,3.5,4,0.5,1,0,1,0,0,16,0.4667,0.5,0.7791
2.93,7,8,2.5,0.43,3,0.375,0,1,0,0,0,44,0.2414,0.375,0.4219
2.74,4,8,0.0,2.74,4,0.5,0,0,1,0,1,35,0.2857,0.5,0.664
2.44,10,10,2.8,-0.36,7,0.875,1,1,1,1,1,8,0.6364,0.0,0.684
2.42,7,9,2.8,-0.38,6,0.75,0,0,1,0,0,12,0.5385,0.0,0.4986
3.5,5,6,3.0,0.5,0,0.0,1,1,1,0,0,57,0.1972,0.0,0.7602
2.24,4,8,2.8,-0.56,5,0.625,1,1,0,1,0,46,0.2333,0.0,0.3551
2.17,4,8,0.0,2.17,8,1.0,1,0,1,1,1,27,0.3415,1.0,0.9486
2.35,6,6,3.0,-0.65,7,0.875,1,1,1,1,1,82,0.1458,0.0,0.6441
2.35,5,7,0.0,2.35,2,0.25,1,1,1,0,0,28,0.3333,0.25,0.8273
3.65,9,10,3.2,0.45,7,0.875,1,1,1,1,0,54,0.2059,0.875,0.9478
2.8,7,7,0.0,2.8,7,0.875,0,1,0,1,0,89,0.1359,0.875,0.6877
3.98,6,8,2.8,1.18,3,0.375,1,1,1,0,0,64,0.1795,0.375,0.8367
2.27,4,7,3.2,-0.93,7,0.875,0,1,1,0,0,66,0.175,0.0,0.5287
3.31,6,6,2.8,0.51,5,0.625,0,1,1,0,0,26,0.35,0.625,0.7416
2.9,3,7,3.0,-0.1,6,0.75,0,1,1,0,0,83,0.1443,0.0,0.6032
2.79,7,9,3.0,-0.21,6,0.75,0,1,1,1,0,43,0.2456,0.0,0.6501
3.75,10,10,0.0,3.75,7,0.875,0,1,1,1,0,28,0.3333,0.875,0.8795
3.95,6,9,3.0,0.95,8,1.0,0,1,1,0,1,67,0.1728,1.0,0.8563
3.75,7,10,3.2,0.55,7,0.875,1,1,1,0,0,48,0.2258,0.875,0.9313
2.38,7,9,3.5,-1.12,3,0.375,1,1,0,1,1,12,0.5385,0.0,0.3277
2.44,5,9,2.8,-0.36,5,0.625,1,0,1,0,0,2,0.875,0.0,0.4689
3.31,4,8,2.5,0.81,5,0.625,0,1,0,0,0,11,0.56,0.625,0.5603
2.58,3,6,3.0,-0.42,7,0.875,0,1,1,1,0,15,0.4828,0.0,0.6184
3.47,8,8,2.8,0.67,3,0.375,1,1,0,0,0,21,0.4,0.375,0.5697
3.13,7,10,2.5,0.63,2,0.25,0,1,1,1,1,32,0.3043,0.25,0.7528
3.1,7,8,2.5,0.6,6,0.75,1,1,1,1,0,22,0.3889,0.75,0.9436
3.66,7,9,2.5,1.16,8,1.0,1,1,0,0,1,82,0.1458,1.0,0.7009
3.42,5,6,2.8,0.62,8,1.0,1,1,1,0,1,87,0.1386,1.0,0.8996
2.05,4,7,2.5,-0.45,1,0.125,0,1,1,1,0,88,0.1373,0.0,0.3368
2.1,7,7,0.0,2.1,8,1.0,1,1,1,0,0,15,0.4828,1.0,0.8719
3.2,4,7,0.0,3.2,7,0.875,1,0,1,0,0,49,0.2222,0.875,0.917
2.97,9,10,3.5,-0.53,1,0.125,1,1,1,0,0,10,0.5833,0.0,0.3855
2.52,8,8,0.0,2.52,0,0.0,0,1,1,1,0,64,0.1795,0.0,0.5823
2.84,7,9,0.0,2.84,1,0.125,1,1,1,0,0,13,0.5185,0.125,0.7552
3.52,8,9,2.8,0.72,8,1.0,1,1,1,0,1,27,0.3415,1.0,0.9444
3.65,4,8,2.5,1.15,6,0.75,0,0,1,0,0,19,0.4242,0.75,0.7635
3.12,8,10,3.5,-0.38,5,0.625,1,1,1,0,1,44,0.2414,0.0,0.5571
2.77,4,7,3.2,-0.43,5,0.625,1,1,1,1,0,34,0.2917,0.0,0.5818
2.54,6,6,2.8,-0.26,3,0.375,0,1,1,1,0,49,0.2222,0.0,0.5287
3.04,9,9,2.8,0.24,8,1.0,1,1,1,0,1,18,0.4375,1.0,0.9155
2.63,8,9,2.8,-0.17,1,0.125,1,1,1,1,0,46,0.2333,0.0,0.5411
3.13,7,7,0.0,3.13,2,0.25,1,1,1,1,0,8,0.6364,0.25,0.6858
3.35,10,10,2.5,0.85,1,0.125,0,1,1,1,1,4,0.7778,0.125,0.7069
2.13,5,6,0.0,2.13,7,0.875,1,1,1,0,1,13,0.5185,0.875,0.9215
2.0,5,7,0.0,2.0,4,0.5,0,0,0,0,0,24,0.3684,0.5,0.4616
2.42,3,6,2.8,-0.38,6,0.75,1,0,1,1,1,72,0.1628,0.0,0.5861
3.79,6,6,0.0,3.79,8,1.0,1,1,0,1,0,30,0.3182,1.0,0.711
3.29,5,9,0.0,3.29,1,0.125,1,1,1,1,0,47,0.2295,0.125,0.6642
2.34,5,9,2.8,-0.46,8,1.0,1,1,0,0,0,62,0.1842,0.0,0.4609
3.78,9,9,2.8,0.98,1,0.125,0,1,0,0,0,68,0.1707,0.125,0.429
2.94,6,10,0.0,2.94,6,0.75,0,0,1,0,0,53,0.209,0.75,0.7021
2.95,2,6,0.0,2.95,6,0.75,1,1,1,0,0,16,0.4667,0.75,0.9591
3.87,7,9,2.5,1.37,7,0.875,0,1,1,0,0,60,0.1892,0.875,0.8661
2.12,4,6,2.5,-0.38,1,0.125,1,0,0,0,1,28,0.3333,0.0,0.1249
2.43,6,10,3.2,-0.77,8,1.0,1,1,0,0,1,54,0.2059,0.0,0.3483
3.17,6,9,3.2,-0.03,7,0.875,1,1,1,0,1,89,0.1359,0.0,0.7185
2.39,6,9,2.8,-0.41,0,0.0,0,1,1,1,0,7,0.6667,0.0,0.3546
3.36,5,8,2.8,0.56,5,0.625,1,1,1,0,1,8,0.6364,0.625,0.8989
2.43,3,7,3.0,-0.57,7,0.875,0,1,1,0,0,23,0.3784,0.0,0.4763
2.2,8,9,3.0,-0.8,4,0.5,1,0,0,1,0,40,0.2593,0.0,0.2587
2.41,8,10,2.5,-0.09,3,0.375,1,1,1,0,0,44,0.2414,0.0,0.6406
2.85,6,6,0.0,2.85,2,0.25,1,0,1,0,0,27,0.3415,0.25,0.6517
2.35,6,10,2.8,-0.45,4,0.5,1,1,1,0,0,82,0.1458,0.0,0.5681
2.27,8,9,2.8,-0.53,8,1.0,0,1,1,0,0,1,0.9333,0.0,0.6097
3.72,6,6,0.0,3.72,5,0.625,1,1,1,0,1,50,0.2188,0.625,0.8829
2.64,8,10,2.5,0.14,6,0.75,1,1,1,0,0,50,0.2188,0.75,0.8868
2.72,5,6,2.5,0.22,7,0.875,0,1,1,0,0,70,0.1667,0.875,0.8246
2.11,7,9,2.5,-0.39,7,0.875,1,1,1,0,0,50,0.2188,0.0,0.6097
2.71,4,6,2.8,-0.09,3,0.375,1,1,1,0,0,13,0.5185,0.0,0.6052
2.53,6,6,3.0,-0.47,6,0.75,1,0,1,1,1,29,0.3256,0.0,0.6023
3.22,7,9,2.8,0.42,2,0.25,1,0,1,0,0,16,0.4667,0.25,0.657
2.41,7,9,2.5,-0.09,5,0.625,0,1,1,0,0,43,0.2456,0.0,0.6343
3.78,9,9,0.0,3.78,2,0.25,1,1,1,0,0,83,0.1443,0.25,0.7859
3.86,5,7,3.2,0.66,8,1.0,0,0,1,1,0,36,0.28,1.0,0.7318
2.2,6,10,2.8,-0.6,6,0.75,1,1,1,0,0,33,0.2979,0.0,0.5512
2.21,5,6,0.0,2.21,5,0.625,0,0,1,1,0,42,0.25,0.625,0.6355
2.23,9,10,2.5,-0.27,4,0.5,1,1,0,0,0,15,0.4828,0.0,0.4102
3.24,4,7,3.2,0.04,4,0.5,0,1,1,1,0,77,0.1538,0.5,0.7574
2.24,8,9,3.0,-0.76,7,0.875,0,0,0,0,1,60,0.1892,0.0,0.1646
3.7,6,10,3.2,0.5,2,0.25,0,0,1,1,0,65,0.1772,0.25,0.6139
3.51,4,7,3.0,0.51,7,0.875,1,1,1,0,0,32,0.3043,0.875,0.9204
3.64,8,8,2.8,0.84,2,0.25,0,1,1,0,0,26,0.35,0.25,0.7161
3.05,9,10,2.8,0.25,1,0.125,0,1,1,1,0,43,0.2456,0.125,0.6259
3.99,9,10,2.5,1.49,6,0.75,0,0,1,1,0,22,0.3889,0.75,0.7633
2.09,6,7,3.0,-0.91,6,0.75,0,1,1,1,0,2,0.875,0.0,0.5359
2.8,4,8,2.8,0.0,3,0.375,1,1,1,0,0,66,0.175,0.375,0.8685
2.65,7,7,2.5,0.15,5,0.625,1,1,1,0,0,78,0.1522,0.625,0.8373
3.9,5,8,3.2,0.7,6,0.75,0,1,1,0,0,21,0.4,0.75,0.8713
3.15,6,7,2.8,0.35,7,0.875,0,0,0,1,0,57,0.1972,0.875,0.5597
3.61,6,6,0.0,3.61,8,1.0,0,1,0,0,1,82,0.1458,1.0,0.6925
2.34,7,10,2.5,-0.16,7,0.875,1,1,1,0,0,67,0.1728,0.0,0.7244
3.96,8,9,3.2,0.76,3,0.375,0,1,1,0,1,75,0.1573,0.375,0.7358
3.0,4,8,3.2,-0.2,2,0.25,0,1,1,1,0,81,0.1474,0.0,0.4383
2.99,5,6,2.8,0.19,0,0.0,0,0,1,0,0,23,0.3784,0.0,0.4598
3.94,4,6,3.5,0.44,5,0.625,0,0,0,0,0,7,0.6667,0.625,0.4785
2.76,4,8,3.2,-0.44,5,0.625,1,0,1,0,0,73,0.1609,0.0,0.477
2.8,8,9,3.2,-0.4,6,0.75,0,1,1,0,1,72,0.1628,0.0,0.5419
3.17,7,7,3.2,-0.03,0,0.0,1,0,1,0,0,18,0.4375,0.0,0.3904
2.26,5,9,2.8,-0.54,6,0.75,1,0,1,1,0,82,0.1458,0.0,0.4604
2.64,7,7,3.0,-0.36,7,0.875,1,0,0,0,0,3,0.8235,0.0,0.3138
2.39,6,6,2.8,-0.41,6,0.75,0,0,1,0,0,34,0.2917,0.0,0.3716
2.21,6,8,3.0,-0.79,4,0.5,1,1,1,0,1,87,0.1386,0.0,0.5285
3.73,6,6,2.5,1.23,0,0.0,1,1,1,0,1,32,0.3043,0.0,0.6977
3.18,3,6,3.0,0.18,4,0.5,1,1,0,1,0,69,0.1687,0.5,0.6826
2.72,5,6,3.5,-0.78,5,0.625,1,1,1,0,1,4,0.7778,0.0,0.5467
2.82,6,7,2.5,0.32,5,0.625,0,1,1,1,0,45,0.2373,0.625,0.843
2.86,6,8,3.5,-0.64,5,0.625,1,1,1,0,0,71,0.1647,0.0,0.5725
3.27,10,10,2.8,0.47,4,0.5,1,0,1,0,0,76,0.1556,0.5,0.7945
3.85,7,7,2.5,1.35,4,0.5,0,0,0,0,1,40,0.2593,0.5,0.4796
3.87,5,6,0.0,3.87,2,0.25,0,1,0,0,0,7,0.6667,0.25,0.5039
2.78,4,6,3.0,-0.22,5,0.625,1,1,0,0,0,48,0.2258,0.0,0.4512
2.66,7,7,2.8,-0.14,2,0.25,0,1,0,0,0,67,0.1728,0.0,0.294
2.9,5,7,2.5,0.4,4,0.5,1,0,0,1,0,41,0.2545,0.5,0.6419
3.14,6,7,3.0,0.14,3,0.375,1,0,0,0,1,87,0.1386,0.375,0.4859
2.92,6,10,2.5,0.42,6,0.75,1,0,1,0,0,29,0.3256,0.75,0.7842
3.32,4,7,2.8,0.52,8,1.0,0,1,1,0,1,74,0.1591,1.0,0.8779
3.11,9,9,3.2,-0.09,5,0.625,1,1,1,0,0,68,0.1707,0.0,0.695
2.64,7,9,3.0,-0.36,1,0.125,1,0,1,0,0,39,0.2642,0.0,0.3462
2.69,4,6,3.0,-0.31,6,0.75,1,0,0,0,0,9,0.6087,0.0,0.2649
2.76,7,7,2.8,-0.04,2,0.25,0,0,1,0,0,32,0.3043,0.0,0.4415
2.19,5,8,3.5,-1.31,0,0.0,0,0,1,1,0,70,0.1667,0.0,0.2092
2.33,5,8,2.5,-0.17,1,0.125,0,1,1,0,0,81,0.1474,0.0,0.4076
3.45,2,6,2.5,0.95,8,1.0,0,1,1,0,0,42,0.25,1.0,0.8975
2.78,6,9,0.0,2.78,3,0.375,1,1,1,1,0,27,0.3415,0.375,0.7078
2.43,5,7,2.8,-0.37,1,0.125,0,1,1,0,0,69,0.1687,0.0,0.3445
3.13,6,7,3.0,0.13,1,0.125,0,1,1,1,0,85,0.1414,0.125,0.5846
3.51,6,9,3.0,0.51,5,0.625,1,1,1,0,0,13,0.5185,0.625,0.9309
2.51,8,10,2.5,0.01,6,0.75,0,1,0,0,0,29,0.3256,0.75,0.6472
3.65,7,10,0.0,3.65,3,0.375,0,1,0,0,1,72,0.1628,0.375,0.4542
3.86,10,10,3.0,0.86,0,0.0,1,1,1,1,0,12,0.5385,0.0,0.7455
3.19,6,8,3.5,-0.31,3,0.375,1,0,1,0,0,88,0.1373,0.0,0.3116
3.34,2,6,2.5,0.84,5,0.625,1,0,1,0,0,22,0.3889,0.625,0.7916
2.11,6,7,2.5,-0.39,1,0.125,1,1,1,0,0,44,0.2414,0.0,0.3895
3.89,4,7,2.5,1.39,2,0.25,0,1,1,0,1,47,0.2295,0.25,0.664
2.78,7,7,2.8,-0.02,0,0.0,1,0,0,0,0,34,0.2917,0.0,0.2104
3.85,4,7,2.5,1.35,4,0.5,1,1,1,0,1,12,0.5385,0.5,0.9014
3.16,6,6,2.5,0.66,1,0.125,1,1,0,1,0,3,0.8235,0.125,0.5944
2.01,5,6,3.0,-0.99,1,0.125,1,1,1,1,0,35,0.2857,0.0,0.3288
2.08,5,9,2.5,-0.42,1,0.125,1,1,1,1,0,25,0.359,0.0,0.4579
3.36,7,8,2.8,0.56,6,0.75,1,0,1,0,0,82,0.1458,0.75,0.9256
3.13,5,6,0.0,3.13,4,0.5,1,1,1,0,1,60,0.1892,0.5,0.8421
2.05,6,8,3.2,-1.15,8,1.0,0,0,1,1,0,9,0.6087,0.0,0.3746
3.49,6,10,2.8,0.69,3,0.375,1,1,0,1,0,68,0.1707,0.375,0.5982
3.7,6,8,2.5,1.2,1,0.125,0,1,1,0,0,56,0.2,0.125,0.6394
2.99,6,7,0.0,2.99,1,0.125,1,0,1,1,0,12,0.5385,0.125,0.6326
2.93,3,7,3.0,-0.07,8,1.0,1,1,1,0,1,37,0.2745,0.0,0.7057
2.01,4,7,3.2,-1.19,5,0.625,0,1,0,1,0,67,0.1728,0.0,0.2079
3.57,6,7,0.0,3.57,2,0.25,0,1,1,1,1,59,0.1918,0.25,0.7851
2.66,8,10,0.0,2.66,5,0.625,1,1,1,1,0,52,0.2121,0.625,0.8403
3.76,10,10,0.0,3.76,5,0.625,0,0,1,0,1,45,0.2373,0.625,0.5946
2.75,4,7,3.0,-0.25,1,0.125,0,1,1,0,0,63,0.1818,0.0,0.3619
3.13,9,10,3.5,-0.37,6,0.75,0,0,0,1,1,79,0.1505,0.0,0.267
2.54,8,10,2.8,-0.26,1,0.125,1,0,0,1,0,16,0.4667,0.0,0.2797
2.32,3,6,2.5,-0.18,1,0.125,0,1,1,0,0,37,0.2745,0.0,0.3725
3.55,8,8,3.0,0.55,6,0.75,1,1,0,0,0,77,0.1538,0.75,0.7984
2.99,8,9,3.0,-0.01,4,0.5,1,1,1,0,1,46,0.2333,0.0,0.7123
