text,label
"Subject: Campus Wi-Fi Upgrade Notice. The IT department will be upgrading the campus Wi-Fi infrastructure over the weekend. Expect intermittent connectivity on August 1, 2025.",0
"Subject: Gym Membership Renewal — Action Required. Your campus gym membership expires on January 31, 2026. Renew online or visit the sports office to continue access.",0
"Subject: Campus Wi-Fi Upgrade Notice. The IT department will be upgrading the campus Wi-Fi infrastructure over the weekend. Expect intermittent connectivity on September 1, 2025.",0
"Subject: Electricity Outage — October 15, 2025. Please note that there will be a planned electricity outage on October 15, 2025 from 9 AM to 1 PM due to maintenance work in the main grid.",0
"Subject: IEEE Programming Contest — Register by May 31, 2025. IEEE Student Branch invites you to participate in the annual programming contest. Individual and team categories available.",1
"Subject: Open Source Contributor Program — Jazz. Jazz is offering paid open-source contributions for students. Apply by January 31, 2026 with a sample PR or project link.",1
"Subject: Paid Internship — Web Development Division at Systems Limited. We invite applications from final-year students for a full-time internship starting June. Stipend: PKR 50,000/month.",1
Subject: New Food Stall Opening — C Block Lawn. We are excited to announce a new food stall near the C Block lawn. Visit us today and try our deals.,0
"Subject: Talent Show Auditions — Sign Up Now. The annual talent show auditions are open. Participate in singing, comedy, spoken word, or dance. Last date to register: September 1, 2025.",0
"Subject: Walk-in Interview — Product Manager at Amazon. You are invited to attend a walk-in interview on May 1, 2025 at Amazon office, Karachi. Bring your CV and transcript.",1
"Subject: Portal Maintenance Notice — July 15, 2025. The student portal will be under maintenance on July 15, 2025 from 11 PM to 2 AM. Services will be temporarily unavailable.",0
"Subject: Google Kickstart 2025 — Registrations Open. Dear Student, Google Kickstart is back. Submit your project by September 1, 2025 and stand a chance to win PKR 100,000 and mentorship.",1
"Subject: Survey Request — Campus Satisfaction. Dear Student, please take 5 minutes to fill out our campus satisfaction survey. Your feedback helps us improve.",0
"Subject: Scholarship Opportunity — Digital Pakistan 2025. Dear Student, applications for the Digital Pakistan are now open. Award: PKR 200,000 per semester. Minimum CGPA: 3.2. Apply by September 1, 2025.",1
"Subject: Holiday Notice — Kashmir Solidarity Day. The university will remain closed on July 15, 2025 in observance of Kashmir Solidarity Day. All classes and labs are suspended.",0
"Subject: Jazz Summer Internship 2025 — Applications Open. Hello, Jazz is offering a 12-week internship program for BS students in Computer Science and related fields. Apply before November 30, 2025.",1
"Subject: Hiring: QA Engineer — Airlift (Lahore). Airlift is looking for a QA Engineer to join their Artificial Intelligence team. Fresh graduates are encouraged to apply. Last date: August 1, 2025.",1
"Subject: Scholarship Opportunity — LUMS Financial Aid 2025. Dear Student, applications for the LUMS Financial Aid are now open. Award: PKR 1,000,000 per semester. Minimum CGPA: 3.2. Apply by May 1, 2025.",1
Subject: Exam Schedule Updated — Please Check Portal. The updated midterm exam schedule has been posted on the portal. Please verify your paper timings.,0
"Subject: Fee Submission Deadline — July 15, 2025. Dear Student, please submit your semester fee before July 15, 2025 to avoid a late surcharge. Visit the accounts office.",0
"Subject: Lost: AirPods Case — Seminar Hall. I left my AirPods case (white, engraved) in the seminar hall after the event on February 28, 2026. Please DM if found.",0
"Subject: Hardee's Discount for Students — Show Your ID. Dear Student, present your university ID at Hardee's to get 20% off on all orders this weekend.",0
"Subject: Library Fine Reminder — Action Required. Dear Student, your library account has an outstanding fine of Rs. 500. Please clear the dues before the end of this week.",0
"Subject: Google Summer of Code 2025 — Applications Open. Hello Developer, GSoC is now accepting student proposals. Work with open-source organizations and earn a stipend. Deadline: May 15, 2025.",1
"Subject: Book Return Reminder — Due Date: January 31, 2026. This is a reminder that the books issued to you are due for return on January 31, 2026. Late returns incur a daily fine.",0
"Subject: Student Transport Schedule Update. Dear Students, the shuttle service route has been updated effective May 31, 2025. Please check the new timings on the portal.",0
"Subject: Gym Membership Renewal — Action Required. Your campus gym membership expires on October 15, 2025. Renew online or visit the sports office to continue access.",0
"Subject: Annual Sports Gala — August 1, 2025. Get ready for the Annual Sports Gala! Events include cricket, football, badminton, and table tennis. Register your team at the sports office.",0
"Subject: Case Competition — PTCL Business Challenge. PTCL invites CS and business students to solve a real-world problem. Team size: 3-5. Deadline: March 15, 2025.",1
"Subject: Farewell Party — Final Year Batch 2025. You are cordially invited to the farewell dinner for the graduating batch of 2025. Venue: PC Hotel Lahore. Date: May 15, 2025. Dress code: formal.",0
"Subject: Full-Time Job Opening — Telenor Lahore. Dear candidate, we are urgently hiring for the position of Business Analyst. Send your CV to careers@10pearls.com before August 31, 2025.",1
"Subject: Blood Donation Drive — February 28, 2026. The social welfare society is organizing a blood donation camp on February 28, 2026. Donate blood, save a life. Walk-ins welcome.",0
"Subject: Full-Time Job Opening — Systems Limited Lahore. Dear candidate, we are urgently hiring for the position of QA Engineer. Send your CV to careers@netsol.com before June 10, 2025.",1
"Subject: Meeting Request — Career Counseling Session. Dear Student, a career counseling session with Jazz representatives is scheduled for May 15, 2025. Please confirm your attendance.",1
"Subject: Monthly Newsletter — April 2025. Dear Reader, in this edition we cover campus life highlights, upcoming events, faculty achievements, and student success stories.",0
"Subject: LUMS HEC Undergraduate Scholarship — Apply Now. The HEC Undergraduate scholarship is open for undergraduate students with financial need and strong academic record. Deadline: April 10, 2025.",1
"Subject: Certification Training — Docker & MongoDB. A sponsored training program on Docker is being offered at Bykea. Certificate provided. Register before April 20, 2025.",1
"Subject: Lost: Black JanSport Backpack — CS Department. Hi, I lost my black JanSport backpack near the CS lab on October 15, 2025. It had my charger and notebooks. Please contact if found.",0
"Subject: Google AIHack 2025 — Applications Open. Hello Developer, AIHack is now accepting applications. Build something impactful and win exciting prizes. Deadline: August 1, 2025.",1
"Subject: Blood Donation Drive — October 15, 2025. The social welfare society is organizing a blood donation camp on October 15, 2025. Donate blood, save a life. Walk-ins welcome.",0
"Subject: Student Transport Schedule Update. Dear Students, the shuttle service route has been updated effective April 1, 2025. Please check the new timings on the portal.",0
Subject: Lost: Green Water Bottle — Gym Area. Has anyone seen a green Nalgene water bottle in the gym? Please contact me at lost_owner@outlook.com if found.,0
"Subject: Interview Invitation — Mobile Developer at Careem. Dear Applicant, congratulations on clearing the initial screening. You are invited for a technical interview on April 10, 2025.",1
"Subject: Netsol Technologies Summer Internship 2025 — Applications Open. Hello, Netsol Technologies is offering a 6-week internship program for BS students in Computer Science and related fields. Apply before August 31, 2025.",1
"Subject: Internship Opening at 10Pearls — Apply by April 20, 2025. Dear Student, we are hiring motivated undergraduates for a paid summer internship in Embedded Systems. Shortlisted candidates will be contacted for an online test.",1
Subject: Exam Schedule Updated — Please Check Portal. The updated midterm exam schedule has been posted on the portal. Please verify your paper timings.,0
"Subject: Google Summer of Code 2025 — Applications Open. Hello Developer, GSoC is now accepting student proposals. Work with open-source organizations and earn a stipend. Deadline: April 10, 2025.",1
"Subject: Library Fine Reminder — Action Required. Dear Student, your library account has an outstanding fine of Rs. 350. Please clear the dues before the end of this week.",0
"Subject: Portal Maintenance Notice — June 10, 2025. The student portal will be under maintenance on June 10, 2025 from 11 PM to 2 AM. Services will be temporarily unavailable.",0
"Subject: Scholarship Opportunity — Women in Tech 2025. Dear Student, applications for the Women in Tech are now open. Award: PKR 200,000 per semester. Minimum CGPA: 3.2. Apply by November 30, 2025.",1
"Subject: Google Summer of Code 2025 — Applications Open. Hello Developer, GSoC is now accepting student proposals. Work with open-source organizations and earn a stipend. Deadline: May 15, 2025.",1
"Subject: Paid Internship — Artificial Intelligence Division at Amazon. We invite applications from final-year students for a full-time internship starting January. Stipend: PKR 25,000/month.",1
"Subject: Paid Internship — Computer Vision Division at Turing. We invite applications from final-year students for a full-time internship starting November. Stipend: PKR 25,000/month.",1
"Subject: Industry Workshop Invitation — 10Pearls. You are invited to attend a professional workshop on Blockchain organized by 10Pearls. Date: August 31, 2025. Venue: Islamabad.",1
"Subject: Walk-in Interview — Full Stack Developer at HBL. You are invited to attend a walk-in interview on March 15, 2025 at HBL office, Faisalabad. Bring your CV and transcript.",1
"Subject: Talent Show Auditions — Sign Up Now. The annual talent show auditions are open. Participate in singing, comedy, spoken word, or dance. Last date to register: July 15, 2025.",0
"Subject: Lost: AirPods Case — Seminar Hall. I left my AirPods case (white, engraved) in the seminar hall after the event on February 28, 2026. Please DM if found.",0
"Subject: Debate Competition — Student Council Candidates. Watch the candidates debate live on July 15, 2025 in the auditorium. All students are welcome to attend.",0
"Subject: Holiday Notice — Eid-ul-Fitr. The university will remain closed on April 20, 2025 in observance of Eid-ul-Fitr. All classes and labs are suspended.",0
"Subject: Scholarship Opportunity — Need-Based Support 2025. Dear Student, applications for the Need-Based Support are now open. Award: PKR 50,000 per semester. Minimum CGPA: 3.2. Apply by August 1, 2025.",1
Subject: Lost: Green Water Bottle — Gym Area. Has anyone seen a green Nalgene water bottle in the gym? Please contact me at finder@student.edu.pk if found.,0
"Subject: Paid Internship — Cybersecurity Division at Bykea. We invite applications from final-year students for a full-time internship starting December. Stipend: PKR 60,000/month.",1
"Subject: Job Alert: Junior ML Engineer at Stripe. A new job matching your profile has been posted on our platform. Required skills: PostgreSQL, AWS. CGPA requirement: 2.8+.",1
"Subject: Iftar Deal at Campus Dhaba. Dear Students, join us for a special Iftar buffet at Rs. 200 only. Seating is limited so come early.",0
"Subject: MLH Fellowship — Applications Closing April 20, 2025. The MLH Fellowship is a remote internship alternative for software engineers. Apply now and work with top open-source projects.",1
"Subject: CODEX Pro Hackathon Invitation. Hi, join us for a 24-hour coding competition on February 28, 2026. Open to all CS/SE students. Prizes include internship offers and cash awards.",1
"Subject: Lost: Black JanSport Backpack — CS Department. Hi, I lost my black JanSport backpack near the CS lab on April 10, 2025. It had my charger and notebooks. Please contact if found.",0
"Subject: Holiday Notice — Allama Iqbal Day. The university will remain closed on November 30, 2025 in observance of Allama Iqbal Day. All classes and labs are suspended.",0
"Subject: Open Source Contributor Program — Turing. Turing is offering paid open-source contributions for students. Apply by April 1, 2025 with a sample PR or project link.",1
"Subject: Walk-in Interview — Data Analyst at Turing. You are invited to attend a walk-in interview on September 1, 2025 at Turing office, Rawalpindi. Bring your CV and transcript.",1
"Subject: Portal Maintenance Notice — April 1, 2025. The student portal will be under maintenance on April 1, 2025 from 11 PM to 2 AM. Services will be temporarily unavailable.",0
"Subject: Blood Donation Drive — April 1, 2025. The social welfare society is organizing a blood donation camp on April 1, 2025. Donate blood, save a life. Walk-ins welcome.",0
Subject: Lost: Green Water Bottle — Gym Area. Has anyone seen a green Nalgene water bottle in the gym? Please contact me at lost_owner@outlook.com if found.,0
"Subject: Electricity Outage — July 15, 2025. Please note that there will be a planned electricity outage on July 15, 2025 from 9 AM to 1 PM due to maintenance work in the main grid.",0
"Subject: Google AIHack 2025 — Applications Open. Hello Developer, AIHack is now accepting applications. Build something impactful and win exciting prizes. Deadline: June 30, 2025.",1
Subject: Domino's Weekend Offer — 50% Off. Don't miss our weekend pizza deal. Order online and get 50% off on all large pizzas. Offer valid till Sunday.,0
Subject: Found: Student ID Card — Please Claim. A student ID card was found near the library entrance. Owner can collect it from the security office.,0
"Subject: Student Transport Schedule Update. Dear Students, the shuttle service route has been updated effective July 15, 2025. Please check the new timings on the portal.",0
"Subject: Google DataFest 2025 — Applications Open. Hello Developer, DataFest is now accepting applications. Build something impactful and win exciting prizes. Deadline: April 1, 2025.",1
"Subject: Book Return Reminder — Due Date: May 1, 2025. This is a reminder that the books issued to you are due for return on May 1, 2025. Late returns incur a daily fine.",0
"Subject: Meet Your Candidate — Ali Hassan for President. Hi everyone, I'm Ali Hassan and I'm running for Student Council President. Here's my manifesto. Your vote means everything.",0
"Subject: Library Fine Reminder — Action Required. Dear Student, your library account has an outstanding fine of Rs. 500. Please clear the dues before the end of this week.",0
"Subject: Iftar Deal at Campus Dhaba. Dear Students, join us for a special Iftar buffet at Rs. 150 only. Seating is limited so come early.",0
"Subject: Certification Training — AWS & PostgreSQL. A sponsored training program on AWS is being offered at Turing. Certificate provided. Register before February 28, 2026.",1
"Subject: HackFest 2.0 — 48 Hour Build Challenge. Registration is open for HackFest, a 48-hour national hackathon. Theme: Mobile Development. Last date to register: March 15, 2025.",1
Subject: Exam Schedule Updated — Please Check Portal. The updated midterm exam schedule has been posted on the portal. Please verify your paper timings.,0
"Subject: Campus Wi-Fi Upgrade Notice. The IT department will be upgrading the campus Wi-Fi infrastructure over the weekend. Expect intermittent connectivity on September 1, 2025.",0
"Subject: Book Return Reminder — Due Date: April 1, 2025. This is a reminder that the books issued to you are due for return on April 1, 2025. Late returns incur a daily fine.",0
"Subject: Google Summer of Code 2025 — Applications Open. Hello Developer, GSoC is now accepting student proposals. Work with open-source organizations and earn a stipend. Deadline: July 15, 2025.",1
"Subject: MLH Fellowship — Applications Closing April 1, 2025. The MLH Fellowship is a remote internship alternative for software engineers. Apply now and work with top open-source projects.",1
Subject: Birthday Wishes — Fatima Khan. Wishing a very happy birthday to our dear Fatima Khan! Join us for a small celebration in the common room after evening classes.,0
"Subject: MLH Fellowship — Applications Closing July 15, 2025. The MLH Fellowship is a remote internship alternative for software engineers. Apply now and work with top open-source projects.",1
"Subject: Campus Wi-Fi Upgrade Notice. The IT department will be upgrading the campus Wi-Fi infrastructure over the weekend. Expect intermittent connectivity on January 31, 2026.",0
"Subject: Electricity Outage — May 15, 2025. Please note that there will be a planned electricity outage on May 15, 2025 from 9 AM to 1 PM due to maintenance work in the main grid.",0
Subject: New Food Stall Opening — C Block Lawn. We are excited to announce a new food stall near the C Block lawn. Visit us today and try our deals.,0
"Subject: Nando's Discount for Students — Show Your ID. Dear Student, present your university ID at Nando's to get 20% off on all orders this weekend.",0
"Subject: Movie Night on Campus — August 1, 2025. Join us for a free outdoor movie screening on August 1, 2025. Bring your friends and enjoy popcorn under the stars.",0
"Subject: Meeting Request — Career Counseling Session. Dear Student, a career counseling session with Daraz representatives is scheduled for May 31, 2025. Please confirm your attendance.",1
"Subject: Certification Training — PostgreSQL & Java. A sponsored training program on PostgreSQL is being offered at Airlift. Certificate provided. Register before March 15, 2025.",1
"Subject: Internship Alert: Data Analyst at Jazz. A new internship matching your profile has been posted. Requirements include TensorFlow and React. Last date to apply is January 31, 2026.",1
"Subject: HEC Need-Based Scholarship 2025. Dear Student, the Higher Education Commission is accepting applications for need-based scholarships. Eligible: students with CGPA 2.5+. Last date: March 15, 2025.",1
"Subject: Portal Maintenance Notice — August 1, 2025. The student portal will be under maintenance on August 1, 2025 from 11 PM to 2 AM. Services will be temporarily unavailable.",0
Subject: Birthday Wishes — Hamza Sheikh. Wishing a very happy birthday to our dear Hamza Sheikh! Join us for a small celebration in the common room after evening classes.,0
"Subject: Student Transport Schedule Update. Dear Students, the shuttle service route has been updated effective August 31, 2025. Please check the new timings on the portal.",0
"Subject: Campus Wi-Fi Upgrade Notice. The IT department will be upgrading the campus Wi-Fi infrastructure over the weekend. Expect intermittent connectivity on September 1, 2025.",0
"Subject: Fee Submission Deadline — April 10, 2025. Dear Student, please submit your semester fee before April 10, 2025 to avoid a late surcharge. Visit the accounts office.",0
"Subject: IEEE Programming Contest — Register by May 1, 2025. IEEE Student Branch invites you to participate in the annual programming contest. Individual and team categories available.",1
"Subject: Meeting Request — Career Counseling Session. Dear Student, a career counseling session with Bykea representatives is scheduled for August 1, 2025. Please confirm your attendance.",1
"Subject: Student Council Elections 2025 — Vote Now. Dear Student, cast your vote for your student representative. Voting is open from March 15, 2025 to January 31, 2026. Visit the portal.",0
"Subject: LUMS STEM Leadership Scholarship — Apply Now. The STEM Leadership scholarship is open for undergraduate students with financial need and strong academic record. Deadline: September 1, 2025.",1
"Subject: Fee Submission Deadline — July 15, 2025. Dear Student, please submit your semester fee before July 15, 2025 to avoid a late surcharge. Visit the accounts office.",0
"Subject: Case Competition — Netsol Technologies Business Challenge. Netsol Technologies invites CS and business students to solve a real-world problem. Team size: 3-5. Deadline: September 1, 2025.",1
"Subject: Meet Your Candidate — Ayesha Siddiqui for President. Hi everyone, I'm Ayesha Siddiqui and I'm running for Student Council President. Here's my manifesto. Your vote means everything.",0
"Subject: University Cafeteria — This Week's Menu. Dear Students, this week's special includes karahi, biryani, and fresh juices. Cafeteria timings: 8 AM to 8 PM.",0
"Subject: Electricity Outage — June 30, 2025. Please note that there will be a planned electricity outage on June 30, 2025 from 9 AM to 1 PM due to maintenance work in the main grid.",0
"Subject: Holiday Notice — Labour Day. The university will remain closed on October 15, 2025 in observance of Labour Day. All classes and labs are suspended.",0
"Subject: Paid Internship — Embedded Systems Division at Google. We invite applications from final-year students for a full-time internship starting November. Stipend: PKR 35,000/month.",1
"Subject: Google Generation Scholarship — Applications Open. Hello, Google is offering scholarships to students from underrepresented backgrounds in CS. Award: USD 1000. Apply by April 20, 2025.",1
"Subject: NASA Space Apps 2025 — Registrations Open. Dear Student, NASA Space Apps is back. Submit your project by April 10, 2025 and stand a chance to win PKR 100,000 and mentorship.",1
"Subject: Interview Invitation — Full Stack Developer at IBM. Dear Applicant, congratulations on clearing the initial screening. You are invited for a technical interview on March 15, 2025.",1
"Subject: Monthly Newsletter — July 2025. Dear Reader, in this edition we cover campus life highlights, upcoming events, faculty achievements, and student success stories.",0
"Subject: Interview Invitation — Data Analyst at Meezan Bank. Dear Applicant, congratulations on clearing the initial screening. You are invited for a technical interview on March 15, 2025.",1
"Subject: Walk-in Interview — Data Analyst at Meezan Bank. You are invited to attend a walk-in interview on April 10, 2025 at Meezan Bank office, Rawalpindi. Bring your CV and transcript.",1
Subject: Found: Student ID Card — Please Claim. A student ID card was found near the library entrance. Owner can collect it from the security office.,0
Subject: Domino's Weekend Offer — 50% Off. Don't miss our weekend pizza deal. Order online and get 50% off on all large pizzas. Offer valid till Sunday.,0
"Subject: Lost: Black JanSport Backpack — CS Department. Hi, I lost my black JanSport backpack near the CS lab on May 1, 2025. It had my charger and notebooks. Please contact if found.",0
"Subject: University Cafeteria — This Week's Menu. Dear Students, this week's special includes karahi, biryani, and fresh juices. Cafeteria timings: 8 AM to 8 PM.",0
Subject: Found: Student ID Card — Please Claim. A student ID card was found near the library entrance. Owner can collect it from the security office.,0
"Subject: Industry Workshop Invitation — Zong. You are invited to attend a professional workshop on Artificial Intelligence organized by Zong. Date: June 30, 2025. Venue: Rawalpindi.",1
"Subject: Remote Internship Opportunity — FAST NUCES. Dear Applicant, we are offering a remote internship in Embedded Systems for students in their 5th semester or above. Deadline: August 1, 2025.",1
"Subject: Fee Submission Deadline — May 1, 2025. Dear Student, please submit your semester fee before May 1, 2025 to avoid a late surcharge. Visit the accounts office.",0
"Subject: CodeFest — Register Before July 15, 2025. Hi Developer, CodeFest is now open for registration. Form a team of 2-4 and compete for cash prizes worth PKR 50,000. Theme: Machine Learning.",1
"Subject: Internship Opening at Airlift — Apply by June 10, 2025. Dear Student, we are hiring motivated undergraduates for a paid summer internship in Machine Learning. Shortlisted candidates will be contacted for an online test.",1
"Subject: Student Transport Schedule Update. Dear Students, the shuttle service route has been updated effective November 30, 2025. Please check the new timings on the portal.",0
"Subject: Scholarship Opportunity — LUMS Financial Aid 2025. Dear Student, applications for the LUMS Financial Aid are now open. Award: PKR 50,000 per semester. Minimum CGPA: 3.5. Apply by April 10, 2025.",1
"Subject: Interview Invitation — Cloud Engineer at Google. Dear Applicant, congratulations on clearing the initial screening. You are invited for a technical interview on April 1, 2025.",1
"Subject: Certification Training — Linux & AWS. A sponsored training program on Linux is being offered at Airlift. Certificate provided. Register before May 15, 2025.",1
"Subject: Iftar Deal at Campus Dhaba. Dear Students, join us for a special Iftar buffet at Rs. 200 only. Seating is limited so come early.",0
"Subject: Open Source Contributor Program — Jazz. Jazz is offering paid open-source contributions for students. Apply by September 1, 2025 with a sample PR or project link.",1
"Subject: Free Workshop: Azure Bootcamp — September 1, 2025. Dear Student, Daraz is hosting a free 2-day workshop on Azure for university students. Seats are limited — register now.",1
"Subject: McDonald's Discount for Students — Show Your ID. Dear Student, present your university ID at McDonald's to get 20% off on all orders this weekend.",0
"Subject: Monthly Newsletter — June 2025. Dear Reader, in this edition we cover campus life highlights, upcoming events, faculty achievements, and student success stories.",0
"Subject: Graduate Trainee Program — Turing 2025. Applications are open for the Turing Graduate Trainee Program. Eligible degrees: CS, SE, IT, EE. Apply by August 1, 2025.",1
"Subject: National Hackathon — AIHack. Dear Student, we invite you to participate in AIHack, hosted by Careem. Solo or team registrations open till August 31, 2025.",1
"Subject: CODEX 2.0 Hackathon Invitation. Hi, join us for a 24-hour coding competition on June 30, 2025. Open to all CS/SE students. Prizes include internship offers and cash awards.",1
"Subject: National Hackathon — IdeaHack. Dear Student, we invite you to participate in IdeaHack, hosted by Google. Solo or team registrations open till May 15, 2025.",1
"Subject: Internship Opening at FAST NUCES — Apply by February 28, 2026. Dear Student, we are hiring motivated undergraduates for a paid summer internship in Natural Language Processing. Shortlisted candidates will be contacted for an online test.",1
"Subject: LUMS Women in Tech Scholarship — Apply Now. The Women in Tech scholarship is open for undergraduate students with financial need and strong academic record. Deadline: October 15, 2025.",1
Subject: Election Results Announcement — Student Body 2025. We are pleased to announce the results of the student council elections. Thank you to all candidates who participated.,0
"Subject: Farewell Party — Final Year Batch 2025. You are cordially invited to the farewell dinner for the graduating batch of 2025. Venue: Serena Hotel. Date: June 10, 2025. Dress code: formal.",0
"Subject: Fee Submission Deadline — July 15, 2025. Dear Student, please submit your semester fee before July 15, 2025 to avoid a late surcharge. Visit the accounts office.",0
"Subject: Case Competition — Foodpanda Business Challenge. Foodpanda invites CS and business students to solve a real-world problem. Team size: 3-5. Deadline: January 31, 2026.",1
"Subject: Job Alert: Junior Cybersecurity Analyst at IBM. A new job matching your profile has been posted on our platform. Required skills: React, SQL. CGPA requirement: 2.5+.",1
"Subject: BuildItPK — Register Before November 30, 2025. Hi Developer, BuildItPK is now open for registration. Form a team of 2-4 and compete for cash prizes worth PKR 200,000. Theme: Computer Vision.",1
"Subject: University Cafeteria — This Week's Menu. Dear Students, this week's special includes karahi, biryani, and fresh juices. Cafeteria timings: 8 AM to 8 PM.",0
Subject: Domino's Weekend Offer — 50% Off. Don't miss our weekend pizza deal. Order online and get 50% off on all large pizzas. Offer valid till Sunday.,0
"Subject: Electricity Outage — May 31, 2025. Please note that there will be a planned electricity outage on May 31, 2025 from 9 AM to 1 PM due to maintenance work in the main grid.",0
"Subject: Monthly Newsletter — June 2025. Dear Reader, in this edition we cover campus life highlights, upcoming events, faculty achievements, and student success stories.",0
"Subject: Internship Alert: Data Analyst at Airlift. A new internship matching your profile has been posted. Requirements include TypeScript and Azure. Last date to apply is April 1, 2025.",1
"Subject: Google Summer of Code 2025 — Applications Open. Hello Developer, GSoC is now accepting student proposals. Work with open-source organizations and earn a stipend. Deadline: February 28, 2026.",1
"Subject: National Hackathon — AIHack. Dear Student, we invite you to participate in AIHack, hosted by Taskeen. Solo or team registrations open till August 1, 2025.",1
"Subject: HackFest 2.0 — 48 Hour Build Challenge. Registration is open for HackFest, a 48-hour national hackathon. Theme: Embedded Systems. Last date to register: August 1, 2025.",1
"Subject: Hiring: Software Engineer — Bytedance (Lahore). Bytedance is looking for a Software Engineer to join their UI/UX Design team. Fresh graduates are encouraged to apply. Last date: April 10, 2025.",1
"Subject: University Cafeteria — This Week's Menu. Dear Students, this week's special includes karahi, biryani, and fresh juices. Cafeteria timings: 8 AM to 8 PM.",0
Subject: Lost: Green Water Bottle — Gym Area. Has anyone seen a green Nalgene water bottle in the gym? Please contact me at finder@student.edu.pk if found.,0
"Subject: HackFest Elite — 48 Hour Build Challenge. Registration is open for HackFest, a 48-hour national hackathon. Theme: Embedded Systems. Last date to register: May 1, 2025.",1
"Subject: Farewell Party — Final Year Batch 2025. You are cordially invited to the farewell dinner for the graduating batch of 2025. Venue: Students' Center. Date: September 1, 2025. Dress code: formal.",0
"Subject: Full-Time Job Opening — Bytedance Lahore. Dear candidate, we are urgently hiring for the position of Cloud Engineer. Send your CV to careers@10pearls.com before July 15, 2025.",1
"Subject: Library Fine Reminder — Action Required. Dear Student, your library account has an outstanding fine of Rs. 300. Please clear the dues before the end of this week.",0
Subject: Found: Student ID Card — Please Claim. A student ID card was found near the library entrance. Owner can collect it from the security office.,0
"Subject: Fee Submission Deadline — April 20, 2025. Dear Student, please submit your semester fee before April 20, 2025 to avoid a late surcharge. Visit the accounts office.",0
"Subject: Talent Show Auditions — Sign Up Now. The annual talent show auditions are open. Participate in singing, comedy, spoken word, or dance. Last date to register: August 1, 2025.",0
Subject: Election Results Announcement — Student Body 2025. We are pleased to announce the results of the student council elections. Thank you to all candidates who participated.,0
"Subject: Fully Funded Fellowship — Google Artificial Intelligence Program. We are pleased to announce the Google Fellowship for students pursuing Artificial Intelligence. Covers tuition, stipend, and mentorship.",1
"Subject: Iftar Deal at Campus Dhaba. Dear Students, join us for a special Iftar buffet at Rs. 200 only. Seating is limited so come early.",0
"Subject: Case Competition — Shopify Business Challenge. Shopify invites CS and business students to solve a real-world problem. Team size: 3-5. Deadline: August 31, 2025.",1
"Subject: Open Source Contributor Program — Meezan Bank. Meezan Bank is offering paid open-source contributions for students. Apply by March 15, 2025 with a sample PR or project link.",1
"Subject: Campus Wi-Fi Upgrade Notice. The IT department will be upgrading the campus Wi-Fi infrastructure over the weekend. Expect intermittent connectivity on January 31, 2026.",0
"Subject: Iftar Deal at Campus Dhaba. Dear Students, join us for a special Iftar buffet at Rs. 100 only. Seating is limited so come early.",0
Subject: New Food Stall Opening — C Block Lawn. We are excited to announce a new food stall near the C Block lawn. Visit us today and try our deals.,0
"Subject: Attendance Shortage Warning. Dear Student, your attendance in EE201 has fallen below 75%. Further absences may result in debarment from the final exam.",0
"Subject: National Hackathon — BuildItPK. Dear Student, we invite you to participate in BuildItPK, hosted by IBM. Solo or team registrations open till January 31, 2026.",1
"Subject: Google Summer of Code 2025 — Applications Open. Hello Developer, GSoC is now accepting student proposals. Work with open-source organizations and earn a stipend. Deadline: April 10, 2025.",1
"Subject: Free Workshop: Kubernetes Bootcamp — October 15, 2025. Dear Student, Microsoft is hosting a free 2-day workshop on Kubernetes for university students. Seats are limited — register now.",1
"Subject: Farewell Party — Final Year Batch 2025. You are cordially invited to the farewell dinner for the graduating batch of 2025. Venue: PC Hotel Lahore. Date: May 31, 2025. Dress code: formal.",0
"Subject: Lost: Black JanSport Backpack — CS Department. Hi, I lost my black JanSport backpack near the CS lab on April 10, 2025. It had my charger and notebooks. Please contact if found.",0
"Subject: Walk-in Interview — Cloud Engineer at P@SHA. You are invited to attend a walk-in interview on May 1, 2025 at P@SHA office, Peshawar. Bring your CV and transcript.",1
"Subject: HackFest 3.0 — 48 Hour Build Challenge. Registration is open for HackFest, a 48-hour national hackathon. Theme: Cybersecurity. Last date to register: January 31, 2026.",1
"Subject: Scholarship Opportunity — Merit Excellence 2025. Dear Student, applications for the Merit Excellence are now open. Award: PKR 200,000 per semester. Minimum CGPA: 2.5. Apply by October 15, 2025.",1
"Subject: Paid Internship — Data Science Division at Turing. We invite applications from final-year students for a full-time internship starting January. Stipend: PKR 50,000/month.",1
"Subject: Certification Training — Python & Node.js. A sponsored training program on Python is being offered at Daraz. Certificate provided. Register before October 15, 2025.",1
"Subject: Blood Donation Drive — July 15, 2025. The social welfare society is organizing a blood donation camp on July 15, 2025. Donate blood, save a life. Walk-ins welcome.",0
"Subject: Full-Time Job Opening — Meta Lahore. Dear candidate, we are urgently hiring for the position of Frontend Developer. Send your CV to careers@telenor.com.pk before June 10, 2025.",1
Subject: Birthday Wishes — Bilal Raza. Wishing a very happy birthday to our dear Bilal Raza! Join us for a small celebration in the common room after evening classes.,0
"Subject: Lost: AirPods Case — Seminar Hall. I left my AirPods case (white, engraved) in the seminar hall after the event on June 30, 2025. Please DM if found.",0
"Subject: Electricity Outage — May 15, 2025. Please note that there will be a planned electricity outage on May 15, 2025 from 9 AM to 1 PM due to maintenance work in the main grid.",0
